Left,Right,Operation,Object
r,>,INS,es
udar,>,INS,stis
ar,>,INS,sti
dar,>,INS,stis
ayudar,>,INS,s
r,>,INS,sti
r,>,INS,estis
udar,>,INS,i
udar,>,INS,tis
ar,>,INS,es
ar,>,INS,esti
ar,>,INS,s
r,>,INS,i
r,>,INS,s
udar,>,INS,e
r,>,INS,stis
udar,>,INS,ti
ar,>,INS,emos
collechar,>,INS,mos
collechar,>,INS,os
llechar,>,INS,s
echar,>,INS,os
char,>,INS,e
echar,>,INS,e
ar,>,INS,os
llechar,>,INS,e
ollechar,>,INS,mos
r,>,INS,s
acollechar,>,INS,s
ar,>,INS,s
char,>,INS,mos
echar,>,INS,mos
har,>,INS,s
ollechar,>,INS,s
echar,>,INS,o
llechar,>,INS,mos
lechar,>,INS,e
<acollechar,>,INS,o
r,>,INS,os
acollechar,>,INS,o
har,>,INS,o
char,>,INS,os
lechar,>,INS,mos
ar,>,INS,o
collechar,>,INS,s
r,>,INS,e
echar,>,INS,s
har,>,INS,e
lechar,>,INS,os
ollechar,>,INS,o
har,>,INS,mos
r,>,INS,emos
acollechar,>,INS,e
har,>,INS,emos
acollechar,>,INS,os
<acollechar,>,INS,s
collechar,>,INS,e
ar,>,INS,mos
lechar,>,INS,s
llechar,>,INS,o
llechar,>,INS,os
ar,>,INS,e
har,>,INS,os
r,>,INS,o
<acollechar,>,INS,os
collechar,>,INS,o
ollechar,>,INS,e
ollechar,>,INS,os
r,>,INS,mos
char,>,INS,o
char,>,INS,emos
lechar,>,INS,o
<acollechar,>,INS,e
char,>,INS,s
enzar,>,INS,á
ar,>,INS,á
zar,>,INS,á
r,>,INS,á
nzar,>,INS,á
r,>,INS,o
ombrar,>,INS,o
ar,>,INS,os
rar,>,INS,mos
nombrar,>,INS,e
rar,>,INS,e
nombrar,>,INS,mos
mbrar,>,INS,o
brar,>,INS,os
mbrar,>,INS,mos
nombrar,>,INS,os
brar,>,INS,e
ar,>,INS,íemos
ar,>,INS,s
ombrar,>,INS,mos
brar,>,INS,mos
r,>,INS,emos
r,>,INS,e
<nombrar,>,INS,s
ar,>,INS,mos
<nombrar,>,INS,mos
mbrar,>,INS,s
r,>,INS,í
nombrar,>,INS,o
ar,>,INS,í
r,>,INS,os
rar,>,INS,í
<nombrar,>,INS,o
ombrar,>,INS,e
rar,>,INS,os
ar,>,INS,e
rar,>,INS,íemos
ombrar,>,INS,s
mbrar,>,INS,e
ar,>,INS,o
r,>,INS,íemos
brar,>,INS,s
<nombrar,>,INS,e
ombrar,>,INS,os
r,>,INS,s
rar,>,INS,o
brar,>,INS,o
rar,>,INS,s
nombrar,>,INS,s
mbrar,>,INS,os
r,>,INS,mos
rar,>,INS,emos
<nombrar,>,INS,os
ar,>,INS,emos
formar,>,INS,s
ar,>,INS,ti
r,>,INS,s
ar,>,INS,s
r,>,INS,stis
mar,>,INS,s
ormar,>,INS,s
<formar,>,INS,i
mar,>,INS,sti
r,>,INS,sti
ar,>,INS,tis
rmar,>,INS,i
mar,>,INS,tis
mar,>,INS,i
r,>,INS,tis
formar,>,INS,i
mar,>,INS,ti
mar,>,INS,stis
r,>,INS,ti
rmar,>,INS,s
ar,>,INS,sti
ormar,>,INS,i
<formar,>,INS,s
r,>,INS,i
ar,>,INS,i
ar,>,INS,stis
har,>,INS,en
har,>,INS,n
ar,>,INS,e
char,>,INS,en
echar,>,INS,n
<echar,>,INS,e
har,>,INS,e
echar,>,INS,en
r,>,INS,e
r,>,INS,n
ar,>,INS,n
char,>,INS,n
echar,>,INS,e
ar,>,INS,en
r,>,INS,en
char,>,INS,e
ar,>,INS,n
emediar,>,INS,o
ar,>,INS,ndo
r,>,INS,o
r,>,INS,n
ediar,>,INS,o
mediar,>,INS,o
ar,>,INS,do
ediar,>,INS,n
diar,>,INS,o
r,>,INS,ndo
ar,>,INS,o
iar,>,INS,do
<remediar,>,INS,o
r,>,INS,do
iar,>,INS,n
iar,>,INS,o
remediar,>,INS,o
diar,>,INS,n
iar,>,INS,ndo
inar,>,INS,é
nar,>,INS,é
r,>,INS,é
ar,>,INS,é
<ordenar,>,INS,e
r,>,INS,e
<ordenar,>,INS,s
r,>,INS,s
r,>,INS,es
ar,>,INS,es
ar,>,INS,s
ordenar,>,INS,e
enar,>,INS,s
denar,>,INS,es
rdenar,>,INS,s
enar,>,INS,es
enar,>,INS,e
ar,>,INS,e
ordenar,>,INS,s
denar,>,INS,e
denar,>,INS,s
nar,>,INS,es
nar,>,INS,s
rdenar,>,INS,e
nar,>,INS,e
r,>,INS,íes
cionar,>,INS,s
ar,>,INS,s
<funcionar,>,INS,e
onar,>,INS,s
uncionar,>,INS,e
<funcionar,>,INS,s
r,>,INS,e
ncionar,>,INS,e
r,>,INS,í
r,>,INS,s
nar,>,INS,e
cionar,>,INS,í
cionar,>,INS,e
ar,>,INS,e
ncionar,>,INS,s
ionar,>,INS,e
funcionar,>,INS,s
onar,>,INS,es
uncionar,>,INS,s
r,>,INS,es
funcionar,>,INS,e
nar,>,INS,íes
nar,>,INS,í
ionar,>,INS,es
cionar,>,INS,es
onar,>,INS,e
ionar,>,INS,s
nar,>,INS,es
ar,>,INS,í
ionar,>,INS,í
ar,>,INS,es
onar,>,INS,í
ar,>,INS,íes
nar,>,INS,s
ar,>,INS,o
ecar,>,INS,o
r,>,INS,o
car,>,INS,o
fumiar,>,INS,o
iar,>,INS,ndo
r,>,INS,o
miar,>,INS,n
miar,>,INS,o
afumiar,>,INS,o
iar,>,INS,n
r,>,INS,ndo
ar,>,INS,n
ar,>,INS,o
<afumiar,>,INS,o
r,>,INS,n
ar,>,INS,ndo
ar,>,INS,do
umiar,>,INS,o
iar,>,INS,o
iar,>,INS,do
r,>,INS,do
lar,>,INS,ía
ular,>,INS,a
lar,>,INS,a
lar,>,INS,í
r,>,INS,ía
r,>,INS,a
ar,>,INS,ía
ar,>,INS,a
ar,>,INS,í
ular,>,INS,í
r,>,INS,í
car,>,INS,ái
car,>,INS,á
edicar,>,INS,s
car,>,INS,áis
dedicar,>,INS,s
dicar,>,INS,i
edicar,>,INS,i
r,>,INS,á
r,>,INS,áis
icar,>,INS,á
car,>,INS,s
ar,>,INS,s
ar,>,INS,i
r,>,INS,s
ar,>,INS,á
dedicar,>,INS,i
ar,>,INS,ái
ar,>,INS,áis
icar,>,INS,s
icar,>,INS,ái
car,>,INS,i
<dedicar,>,INS,i
dicar,>,INS,s
r,>,INS,i
<dedicar,>,INS,s
r,>,INS,ái
icar,>,INS,i
r,>,INS,o
lar,>,INS,o
<apuñalar,>,INS,s
alar,>,INS,s
lar,>,INS,s
puñalar,>,INS,s
uñalar,>,INS,s
lar,>,INS,os
ñalar,>,INS,s
ar,>,INS,o
ñalar,>,INS,os
alar,>,INS,o
apuñalar,>,INS,s
r,>,INS,s
ñalar,>,INS,o
ar,>,INS,s
alar,>,INS,os
r,>,INS,os
ar,>,INS,os
ir,>,INS,o
cuspir,>,INS,o
pir,>,INS,o
<cuspir,>,INS,o
r,>,INS,o
spir,>,INS,o
uspir,>,INS,o
ementar,>,INS,o
tar,>,INS,n
ar,>,INS,o
mentar,>,INS,n
ntar,>,INS,o
mentar,>,INS,o
sementar,>,INS,n
sementar,>,INS,o
tar,>,INS,do
r,>,INS,n
tar,>,INS,ndo
ntar,>,INS,n
r,>,INS,do
r,>,INS,o
ar,>,INS,n
tar,>,INS,o
<sementar,>,INS,o
entar,>,INS,o
entar,>,INS,n
ar,>,INS,do
ementar,>,INS,n
ar,>,INS,ndo
r,>,INS,ndo
<sementar,>,INS,n
ificar,>,INS,o
ificar,>,INS,s
etrificar,>,INS,s
ificar,>,INS,á
trificar,>,INS,s
ificar,>,INS,mos
icar,>,INS,o
ficar,>,INS,á
ar,>,INS,s
ficar,>,INS,o
r,>,INS,áremos
car,>,INS,o
ar,>,INS,remos
rificar,>,INS,os
rificar,>,INS,e
<petrificar,>,INS,o
ar,>,INS,o
r,>,INS,emos
rificar,>,INS,emos
icar,>,INS,emos
icar,>,INS,mos
ar,>,INS,áremos
petrificar,>,INS,e
ficar,>,INS,e
r,>,INS,remos
car,>,INS,mos
ficar,>,INS,mos
trificar,>,INS,o
rificar,>,INS,s
ificar,>,INS,os
ficar,>,INS,os
rificar,>,INS,á
etrificar,>,INS,e
<petrificar,>,INS,s
rificar,>,INS,o
r,>,INS,mos
car,>,INS,remos
trificar,>,INS,e
ar,>,INS,e
petrificar,>,INS,o
ar,>,INS,emos
ificar,>,INS,emos
r,>,INS,e
car,>,INS,áremos
car,>,INS,á
etrificar,>,INS,o
ficar,>,INS,emos
car,>,INS,s
icar,>,INS,á
<petrificar,>,INS,e
car,>,INS,e
icar,>,INS,s
r,>,INS,á
ar,>,INS,mos
r,>,INS,os
petrificar,>,INS,s
ar,>,INS,os
ar,>,INS,á
car,>,INS,emos
car,>,INS,os
r,>,INS,s
ficar,>,INS,s
icar,>,INS,e
rificar,>,INS,mos
r,>,INS,o
icar,>,INS,os
ificar,>,INS,e
miar,>,INS,a
miar,>,INS,i
fumiar,>,INS,s
r,>,INS,a
umiar,>,INS,a
r,>,INS,i
iar,>,INS,i
r,>,INS,ai
ar,>,INS,ais
umiar,>,INS,s
r,>,INS,s
fumiar,>,INS,a
miar,>,INS,s
fumiar,>,INS,i
<fumiar,>,INS,s
r,>,INS,ais
iar,>,INS,a
ar,>,INS,i
iar,>,INS,ais
<fumiar,>,INS,i
ar,>,INS,a
ar,>,INS,s
iar,>,INS,ai
<fumiar,>,INS,a
iar,>,INS,s
umiar,>,INS,i
ar,>,INS,ai
ar,>,INS,o
r,>,INS,n
mudar,>,INS,o
r,>,INS,ndo
r,>,INS,o
amudar,>,INS,n
r,>,INS,do
dar,>,INS,n
dar,>,INS,o
mudar,>,INS,n
ar,>,INS,do
udar,>,INS,n
udar,>,INS,o
camudar,>,INS,n
<camudar,>,INS,n
ar,>,INS,n
ar,>,INS,ndo
iar,>,INS,a
r,>,INS,da
riar,>,INS,a
ar,>,INS,da
iar,>,INS,da
r,>,INS,a
ar,>,INS,a
r,>,INS,s
spoxigar,>,INS,s
r,>,INS,i
oxigar,>,INS,a
xigar,>,INS,s
r,>,INS,ais
gar,>,INS,a
igar,>,INS,i
igar,>,INS,a
r,>,INS,ba
ar,>,INS,i
gar,>,INS,ais
poxigar,>,INS,s
<espoxigar,>,INS,i
gar,>,INS,s
poxigar,>,INS,i
gar,>,INS,i
xigar,>,INS,i
igar,>,INS,s
ar,>,INS,bais
spoxigar,>,INS,i
spoxigar,>,INS,a
oxigar,>,INS,i
gar,>,INS,bais
oxigar,>,INS,s
ar,>,INS,ais
espoxigar,>,INS,a
xigar,>,INS,a
ar,>,INS,ba
espoxigar,>,INS,s
<espoxigar,>,INS,a
gar,>,INS,ai
gar,>,INS,ba
r,>,INS,a
<espoxigar,>,INS,s
ar,>,INS,ai
ar,>,INS,s
espoxigar,>,INS,i
r,>,INS,ai
poxigar,>,INS,a
ar,>,INS,a
r,>,INS,bais
tar,>,INS,á
tar,>,INS,i
matar,>,INS,i
ar,>,INS,ái
atar,>,INS,á
r,>,INS,i
ar,>,INS,á
ar,>,INS,i
tar,>,INS,ái
r,>,INS,á
atar,>,INS,i
matar,>,INS,á
<matar,>,INS,i
r,>,INS,ái
<matar,>,INS,á
r,>,INS,ía
orar,>,INS,s
r,>,INS,a
<inorar,>,INS,a
rar,>,INS,o
r,>,INS,s
r,>,INS,mos
rar,>,INS,s
norar,>,INS,s
ar,>,INS,a
rar,>,INS,a
r,>,INS,o
rar,>,INS,amos
orar,>,INS,os
ar,>,INS,os
rar,>,INS,mos
inorar,>,INS,s
orar,>,INS,ía
ar,>,INS,mos
ar,>,INS,íamos
<inorar,>,INS,s
<inorar,>,INS,o
orar,>,INS,a
ar,>,INS,í
inorar,>,INS,o
orar,>,INS,í
norar,>,INS,o
orar,>,INS,o
orar,>,INS,mos
r,>,INS,amos
norar,>,INS,a
orar,>,INS,amos
r,>,INS,í
inorar,>,INS,a
rar,>,INS,ía
r,>,INS,os
rar,>,INS,í
r,>,INS,íamos
rar,>,INS,os
ar,>,INS,o
rar,>,INS,íamos
ar,>,INS,ía
ar,>,INS,amos
ar,>,INS,s
r,>,INS,o
ir,>,INS,o
ar,>,INS,sti
irar,>,INS,es
rar,>,INS,sti
ar,>,INS,es
ar,>,INS,e
ar,>,INS,stis
<mirar,>,INS,e
irar,>,INS,ti
r,>,INS,i
ar,>,INS,esti
rar,>,INS,tis
rar,>,INS,i
ar,>,INS,estis
r,>,INS,sti
r,>,INS,tis
rar,>,INS,esti
mirar,>,INS,i
irar,>,INS,sti
irar,>,INS,e
<mirar,>,INS,s
rar,>,INS,ti
r,>,INS,e
rar,>,INS,stis
mirar,>,INS,e
rar,>,INS,e
ar,>,INS,i
rar,>,INS,s
ar,>,INS,s
ar,>,INS,tis
r,>,INS,s
r,>,INS,ti
r,>,INS,stis
r,>,INS,esti
rar,>,INS,estis
rar,>,INS,es
ar,>,INS,ti
r,>,INS,estis
r,>,INS,es
irar,>,INS,s
<mirar,>,INS,i
irar,>,INS,i
mirar,>,INS,s
er,>,INS,s
<poder,>,INS,s
poder,>,INS,í
r,>,INS,ais
er,>,INS,ais
oder,>,INS,i
oder,>,INS,a
er,>,INS,a
poder,>,INS,a
<poder,>,INS,í
der,>,INS,s
der,>,INS,ía
r,>,INS,a
er,>,INS,ía
er,>,INS,í
poder,>,INS,s
oder,>,INS,s
der,>,INS,i
<poder,>,INS,i
er,>,INS,íais
<poder,>,INS,a
oder,>,INS,í
der,>,INS,í
der,>,INS,a
er,>,INS,ai
poder,>,INS,i
r,>,INS,i
r,>,INS,ía
r,>,INS,s
r,>,INS,íais
r,>,INS,ai
er,>,INS,i
r,>,INS,í
ar,>,INS,e
r,>,INS,e
iaxar,>,INS,e
xar,>,INS,e
viaxar,>,INS,e
axar,>,INS,e
<viaxar,>,INS,e
r,>,INS,es
astigar,>,INS,s
<castigar,>,INS,e
igar,>,INS,s
igar,>,INS,es
castigar,>,INS,s
gar,>,INS,e
ar,>,INS,es
<castigar,>,INS,s
r,>,INS,e
ar,>,INS,e
r,>,INS,s
r,>,INS,bes
astigar,>,INS,e
castigar,>,INS,e
gar,>,INS,s
igar,>,INS,e
tigar,>,INS,e
ar,>,INS,bes
tigar,>,INS,s
gar,>,INS,bes
ar,>,INS,s
stigar,>,INS,s
stigar,>,INS,e
gar,>,INS,es
iar,>,INS,i
iciar,>,INS,i
ar,>,INS,i
ciar,>,INS,ti
iar,>,INS,sti
<aniciar,>,INS,s
niciar,>,INS,i
ciar,>,INS,sti
iar,>,INS,s
ciar,>,INS,i
aniciar,>,INS,i
iar,>,INS,ti
aniciar,>,INS,s
iciar,>,INS,sti
ar,>,INS,ti
r,>,INS,s
iciar,>,INS,s
ciar,>,INS,s
<aniciar,>,INS,i
r,>,INS,i
niciar,>,INS,s
r,>,INS,sti
iciar,>,INS,ti
r,>,INS,ti
ar,>,INS,s
ar,>,INS,sti
<tirar,>,INS,s
rar,>,INS,e
irar,>,INS,e
<tirar,>,INS,e
rar,>,INS,s
irar,>,INS,s
rar,>,INS,es
irar,>,INS,es
ar,>,INS,e
tirar,>,INS,e
tirar,>,INS,s
r,>,INS,e
r,>,INS,s
r,>,INS,es
ar,>,INS,es
ar,>,INS,s
ar,>,INS,s
gar,>,INS,s
gar,>,INS,emos
r,>,INS,emos
ilgar,>,INS,e
gar,>,INS,ue
<cavilgar,>,INS,e
ilgar,>,INS,o
avilgar,>,INS,o
lgar,>,INS,os
lgar,>,INS,o
ar,>,INS,os
r,>,INS,e
<cavilgar,>,INS,s
ilgar,>,INS,s
gar,>,INS,o
r,>,INS,ue
vilgar,>,INS,o
lgar,>,INS,s
lgar,>,INS,ue
gar,>,INS,mos
ar,>,INS,o
lgar,>,INS,e
lgar,>,INS,mos
cavilgar,>,INS,s
r,>,INS,uemos
avilgar,>,INS,e
ar,>,INS,e
vilgar,>,INS,s
r,>,INS,o
ar,>,INS,emos
lgar,>,INS,emos
ar,>,INS,ue
gar,>,INS,os
r,>,INS,s
gar,>,INS,uemos
r,>,INS,mos
<cavilgar,>,INS,o
avilgar,>,INS,s
cavilgar,>,INS,e
cavilgar,>,INS,o
ar,>,INS,mos
r,>,INS,os
ar,>,INS,uemos
gar,>,INS,e
vilgar,>,INS,e
ar,>,INS,s
r,>,INS,e
ar,>,INS,á
icar,>,INS,o
icar,>,INS,os
<dedicar,>,INS,o
ar,>,INS,ábemos
dedicar,>,INS,e
ar,>,INS,e
edicar,>,INS,o
dicar,>,INS,e
car,>,INS,á
dicar,>,INS,o
r,>,INS,ábemos
r,>,INS,mos
edicar,>,INS,s
dedicar,>,INS,s
<dedicar,>,INS,e
car,>,INS,os
icar,>,INS,á
r,>,INS,o
r,>,INS,emos
ar,>,INS,os
icar,>,INS,e
car,>,INS,o
ar,>,INS,mos
r,>,INS,os
car,>,INS,mos
ar,>,INS,o
r,>,INS,s
icar,>,INS,s
edicar,>,INS,e
dedicar,>,INS,o
r,>,INS,á
dicar,>,INS,s
car,>,INS,ábemos
car,>,INS,e
icar,>,INS,emos
car,>,INS,s
<dedicar,>,INS,s
ar,>,INS,emos
icar,>,INS,mos
car,>,INS,emos
r,>,INS,á
zar,>,INS,á
azar,>,INS,á
ar,>,INS,á
arar,>,INS,a
ar,>,INS,a
parar,>,INS,a
mparar,>,INS,a
r,>,INS,a
rar,>,INS,a
amparar,>,INS,a
<amparar,>,INS,a
<xugar,>,INS,s
gar,>,INS,i
ar,>,INS,ti
xugar,>,INS,s
ugar,>,INS,sti
gar,>,INS,ti
r,>,INS,ti
<xugar,>,INS,i
ugar,>,INS,ti
ugar,>,INS,s
ar,>,INS,s
gar,>,INS,sti
xugar,>,INS,i
r,>,INS,s
ar,>,INS,i
r,>,INS,i
r,>,INS,sti
ar,>,INS,sti
ugar,>,INS,i
gar,>,INS,s
<afeitar,>,INS,a
tar,>,INS,a
eitar,>,INS,a
itar,>,INS,a
r,>,INS,ía
r,>,INS,a
tar,>,INS,í
ar,>,INS,ía
ar,>,INS,a
feitar,>,INS,a
r,>,INS,í
itar,>,INS,í
afeitar,>,INS,a
itar,>,INS,ía
ar,>,INS,í
tar,>,INS,ía
r,>,INS,n
r,>,INS,e
dolatrar,>,INS,e
<idolatrar,>,INS,e
ar,>,INS,e
rar,>,INS,e
latrar,>,INS,e
rar,>,INS,n
ar,>,INS,en
trar,>,INS,en
rar,>,INS,en
r,>,INS,en
atrar,>,INS,e
ar,>,INS,n
trar,>,INS,n
idolatrar,>,INS,e
olatrar,>,INS,e
trar,>,INS,e
ografiar,>,INS,os
r,>,INS,o
rafiar,>,INS,os
fiar,>,INS,á
iar,>,INS,mos
grafiar,>,INS,s
afiar,>,INS,o
afiar,>,INS,a
iar,>,INS,o
r,>,INS,mos
rafiar,>,INS,a
ar,>,INS,ábamos
ar,>,INS,mos
tografiar,>,INS,os
tografiar,>,INS,o
grafiar,>,INS,a
grafiar,>,INS,á
fotografiar,>,INS,á
tografiar,>,INS,a
iar,>,INS,á
grafiar,>,INS,os
iar,>,INS,ba
iar,>,INS,bamos
r,>,INS,ábamos
tografiar,>,INS,á
fiar,>,INS,s
otografiar,>,INS,o
ar,>,INS,amos
fiar,>,INS,os
r,>,INS,os
<fotografiar,>,INS,os
r,>,INS,a
fiar,>,INS,o
<fotografiar,>,INS,s
ar,>,INS,o
ar,>,INS,a
ar,>,INS,os
fotografiar,>,INS,s
fotografiar,>,INS,os
grafiar,>,INS,o
afiar,>,INS,mos
fiar,>,INS,mos
ografiar,>,INS,s
iar,>,INS,s
ografiar,>,INS,á
<fotografiar,>,INS,á
fiar,>,INS,a
afiar,>,INS,s
r,>,INS,ba
iar,>,INS,amos
otografiar,>,INS,a
ar,>,INS,á
iar,>,INS,os
tografiar,>,INS,s
<fotografiar,>,INS,o
otografiar,>,INS,s
fotografiar,>,INS,o
ar,>,INS,bamos
otografiar,>,INS,os
ografiar,>,INS,a
ar,>,INS,ba
r,>,INS,á
r,>,INS,bamos
rafiar,>,INS,á
otografiar,>,INS,á
iar,>,INS,ábamos
ar,>,INS,s
r,>,INS,s
afiar,>,INS,á
rafiar,>,INS,s
afiar,>,INS,os
rafiar,>,INS,o
ografiar,>,INS,o
iar,>,INS,a
fotografiar,>,INS,a
r,>,INS,amos
<fotografiar,>,INS,a
star,>,INS,n
ar,>,INS,n
tar,>,INS,n
istar,>,INS,n
r,>,INS,n
uñar,>,INS,e
tuñar,>,INS,e
ñar,>,INS,e
gatuñar,>,INS,e
<esgatuñar,>,INS,e
ar,>,INS,e
esgatuñar,>,INS,e
sgatuñar,>,INS,e
atuñar,>,INS,e
r,>,INS,e
ediar,>,INS,n
mediar,>,INS,e
iar,>,INS,en
emediar,>,INS,e
r,>,INS,e
<remediar,>,INS,e
iar,>,INS,n
ar,>,INS,e
ar,>,INS,n
ar,>,INS,en
diar,>,INS,n
iar,>,INS,e
remediar,>,INS,e
r,>,INS,en
ediar,>,INS,e
diar,>,INS,e
r,>,INS,n
diar,>,INS,en
alizar,>,INS,c
r,>,INS,es
izar,>,INS,c
zar,>,INS,s
lizar,>,INS,e
izar,>,INS,es
izar,>,INS,s
zar,>,INS,c
izar,>,INS,e
zar,>,INS,e
ar,>,INS,ce
r,>,INS,ce
lizar,>,INS,s
ar,>,INS,e
ar,>,INS,ces
egalizar,>,INS,e
lizar,>,INS,c
illegalizar,>,INS,e
llegalizar,>,INS,s
galizar,>,INS,c
zar,>,INS,ces
legalizar,>,INS,s
galizar,>,INS,s
ar,>,INS,es
ar,>,INS,s
egalizar,>,INS,c
alizar,>,INS,e
ar,>,INS,c
<illegalizar,>,INS,e
legalizar,>,INS,e
<illegalizar,>,INS,s
llegalizar,>,INS,c
zar,>,INS,es
legalizar,>,INS,c
r,>,INS,s
izar,>,INS,ce
alizar,>,INS,s
r,>,INS,c
llegalizar,>,INS,e
r,>,INS,e
zar,>,INS,ce
illegalizar,>,INS,s
galizar,>,INS,e
r,>,INS,ces
egalizar,>,INS,s
izar,>,INS,ces
u,>,INS,a
rar,>,INS,s
urar,>,INS,i
r,>,INS,beis
ar,>,INS,s
r,>,INS,e
ar,>,INS,i
rar,>,INS,eis
r,>,INS,s
durar,>,INS,e
ar,>,INS,beis
urar,>,INS,eis
r,>,INS,i
<durar,>,INS,e
<durar,>,INS,s
durar,>,INS,s
rar,>,INS,i
urar,>,INS,s
rar,>,INS,beis
urar,>,INS,e
<durar,>,INS,i
ar,>,INS,e
rar,>,INS,e
durar,>,INS,i
r,>,INS,eis
ar,>,INS,eis
r,>,INS,n
r,>,INS,do
ntamar,>,INS,o
ar,>,INS,do
mar,>,INS,o
mar,>,INS,ndo
amar,>,INS,o
ar,>,INS,n
ar,>,INS,o
mar,>,INS,n
amar,>,INS,n
ar,>,INS,ndo
r,>,INS,o
mar,>,INS,do
entamar,>,INS,o
tamar,>,INS,o
r,>,INS,ndo
<entamar,>,INS,o
lipsar,>,INS,o
r,>,INS,o
sar,>,INS,on
ar,>,INS,n
sar,>,INS,n
ar,>,INS,o
ar,>,INS,on
ipsar,>,INS,o
eclipsar,>,INS,o
<eclipsar,>,INS,o
r,>,INS,n
psar,>,INS,o
sar,>,INS,o
r,>,INS,on
clipsar,>,INS,o
<estazar,>,INS,e
r,>,INS,mos
zar,>,INS,mos
azar,>,INS,s
r,>,INS,o
zar,>,INS,o
tazar,>,INS,e
r,>,INS,remos
zar,>,INS,remos
r,>,INS,e
ar,>,INS,os
zar,>,INS,e
azar,>,INS,emos
ar,>,INS,mos
azar,>,INS,os
r,>,INS,á
zar,>,INS,á
azar,>,INS,e
ar,>,INS,remos
zar,>,INS,áremos
r,>,INS,áremos
ar,>,INS,á
<estazar,>,INS,s
ar,>,INS,áremos
stazar,>,INS,s
stazar,>,INS,e
estazar,>,INS,s
ar,>,INS,s
azar,>,INS,o
ar,>,INS,emos
azar,>,INS,mos
r,>,INS,s
zar,>,INS,s
r,>,INS,emos
zar,>,INS,emos
azar,>,INS,á
r,>,INS,os
zar,>,INS,os
estazar,>,INS,e
ar,>,INS,e
tazar,>,INS,s
ar,>,INS,o
ar,>,INS,ba
ar,>,INS,i
r,>,INS,bais
r,>,INS,ais
r,>,INS,s
nar,>,INS,ai
nar,>,INS,ais
ar,>,INS,ais
unar,>,INS,a
yunar,>,INS,a
r,>,INS,ba
r,>,INS,i
unar,>,INS,s
yunar,>,INS,s
r,>,INS,ai
<ayunar,>,INS,i
ayunar,>,INS,s
ar,>,INS,ai
unar,>,INS,i
ayunar,>,INS,a
r,>,INS,a
ayunar,>,INS,i
nar,>,INS,ba
nar,>,INS,i
nar,>,INS,a
<ayunar,>,INS,s
ar,>,INS,a
ar,>,INS,bais
ar,>,INS,s
nar,>,INS,s
yunar,>,INS,i
<ayunar,>,INS,a
r,>,INS,é
ar,>,INS,é
yar,>,INS,é
rar,>,INS,da
rrar,>,INS,a
rar,>,INS,a
ar,>,INS,da
r,>,INS,da
arrar,>,INS,a
r,>,INS,a
ar,>,INS,a
rar,>,INS,ai
lorar,>,INS,i
plorar,>,INS,a
orar,>,INS,s
r,>,INS,a
r,>,INS,i
plorar,>,INS,s
r,>,INS,ai
ar,>,INS,ais
esplorar,>,INS,a
r,>,INS,s
plorar,>,INS,i
orar,>,INS,a
splorar,>,INS,a
orar,>,INS,i
r,>,INS,ais
rar,>,INS,s
ar,>,INS,i
<esplorar,>,INS,a
lorar,>,INS,s
ar,>,INS,a
<esplorar,>,INS,i
ar,>,INS,s
splorar,>,INS,i
lorar,>,INS,a
rar,>,INS,ais
orar,>,INS,ais
<esplorar,>,INS,s
esplorar,>,INS,i
rar,>,INS,a
splorar,>,INS,s
ar,>,INS,ai
orar,>,INS,ai
rar,>,INS,i
esplorar,>,INS,s
ar,>,INS,s
ar,>,INS,ues
r,>,INS,i
ompangar,>,INS,s
ompangar,>,INS,e
gar,>,INS,ues
r,>,INS,sti
r,>,INS,tis
ngar,>,INS,ue
gar,>,INS,e
r,>,INS,es
ar,>,INS,tis
r,>,INS,estis
gar,>,INS,ti
compangar,>,INS,e
gar,>,INS,uesti
angar,>,INS,s
r,>,INS,stis
r,>,INS,ti
gar,>,INS,estis
ar,>,INS,sti
ar,>,INS,i
<acompangar,>,INS,s
gar,>,INS,s
gar,>,INS,es
ngar,>,INS,i
ar,>,INS,ti
r,>,INS,uesti
gar,>,INS,ue
ngar,>,INS,e
ar,>,INS,stis
mpangar,>,INS,e
angar,>,INS,e
ar,>,INS,uestis
ar,>,INS,e
gar,>,INS,stis
ar,>,INS,ue
<acompangar,>,INS,e
acompangar,>,INS,s
r,>,INS,esti
gar,>,INS,tis
mpangar,>,INS,s
r,>,INS,e
r,>,INS,uestis
gar,>,INS,i
gar,>,INS,uestis
ar,>,INS,es
compangar,>,INS,s
ar,>,INS,uesti
pangar,>,INS,e
r,>,INS,s
r,>,INS,ue
gar,>,INS,esti
pangar,>,INS,s
acompangar,>,INS,e
ar,>,INS,estis
ngar,>,INS,s
r,>,INS,ues
ar,>,INS,esti
gar,>,INS,sti
mbiar,>,INS,s
ar,>,INS,o
biar,>,INS,s
iar,>,INS,s
<cambiar,>,INS,o
<cambiar,>,INS,s
mbiar,>,INS,o
biar,>,INS,e
ar,>,INS,emos
biar,>,INS,o
r,>,INS,e
ar,>,INS,os
ambiar,>,INS,s
ambiar,>,INS,o
r,>,INS,os
<cambiar,>,INS,e
ambiar,>,INS,e
iar,>,INS,e
cambiar,>,INS,o
r,>,INS,s
r,>,INS,mos
iar,>,INS,os
iar,>,INS,mos
mbiar,>,INS,e
cambiar,>,INS,s
r,>,INS,emos
iar,>,INS,emos
cambiar,>,INS,e
ar,>,INS,mos
iar,>,INS,o
ar,>,INS,e
r,>,INS,o
